,,ANSWERID,Question,Answer,URL,llama3.1,CorrectedQuestions
123,123,NHLBI_0000051_Sec4.txt,What are the symptoms of Deep Vein Thrombosis ?,"The signs and symptoms of deep vein thrombosis (DVT) might be related to DVT itself or pulmonary embolism (PE). See your doctor right away if you have signs or symptoms of either condition. Both DVT and PE can cause serious, possibly life-threatening problems if not treated. Deep Vein Thrombosis. Only about half of the people who have DVT have signs and symptoms. These signs and symptoms occur in the leg affected by the deep vein clot. They include: Swelling of the leg or along a vein in the leg. Pain or tenderness in the leg, which you may feel only when standing or walking. Increased warmth in the area of the leg that's swollen or painful. Red or discolored skin on the leg. Pulmonary Embolism. Some people aren't aware of a deep vein clot until they have signs and symptoms of PE. Signs and symptoms of PE include: Unexplained shortness of breath. Pain with deep breathing. Coughing up blood. Rapid breathing and a fast heart rate also may be signs of PE.)", http://www.nhlbi.nih.gov/health/health-topics/topics/dvt,"Deep vein thrombosis (DVT) is a blood clot that forms in a deep vein. The most common symptom is swelling in the affected leg. Other symptoms include pain, warmth, redness, or discolouration of the skin.",What are the symptoms of Deep Vein Thrombosis ?
124,124,NHLBI_0000051_Sec7.txt,"How to prevent Deep Vein Thrombosis ?
","You can take steps to prevent deep vein thrombosis (DVT) and pulmonary embolism (PE). If you're at risk for these conditions:
                
See your doctor for regular checkups.
                
Take all medicines as your doctor prescribes.
                
Get out of bed and move around as soon as possible after surgery or illness (as your doctor recommends). Moving around lowers your chance of developing a blood clot.
                
Exercise your lower leg muscles during long trips. This helps prevent blood clots from forming.
                
If you've had DVT or PE before, you can help prevent future blood clots. Follow the steps above and:
                
Take all medicines that your doctor prescribes to prevent or treat blood clots
                
Follow up with your doctor for tests and treatment
                
Use compression stockings as your doctor directs to prevent leg swelling
                
Contact your doctor at once if you have any signs or symptoms of DVT or PE. For more information, go to ""What Are the Signs and Symptoms of Deep Vein Thrombosis?""
                
Travel Tips
                
The risk of developing DVT while traveling is low. The risk increases if the travel time is longer than 4 hours or you have other DVT risk factors.
                
During long trips, it may help to:
                
Walk up and down the aisles of the bus, train, or airplane. If traveling by car, stop about every hour and walk around.
                
Move your legs and flex and stretch your feet to improve blood flow in your calves.
                
Wear loose and comfortable clothing.
                
Drink plenty of fluids and avoid alcohol.
                
If you have risk factors for DVT, your doctor may advise you to wear compression stockings while traveling. Or, he or she may suggest that you take a blood-thinning medicine before traveling.)", http://www.nhlbi.nih.gov/health/health-topics/topics/dvt,"Deep vein thrombosis (DVT) is a blood clot that forms in a vein deep inside a muscle, usually in the lower leg or thigh. This clot can be life-threatening if it travels to the lungs and blocks the blood supply (pulmonary embolism). DVT can cause serious complications such as pulmonary embolism or post-thrombotic syndrome. This condition is more likely to occur if you have a family history of DVT or have had a recent surgery or injury that required you to stay in bed for a long period of time. DVT can also occur if you have a history of smoking or obesity, or if you take birth control pills or hormone replacement therapy. There are several ways to prevent DVT, including:","How to prevent Deep Vein Thrombosis ?
"
125,125,ADAM_0000455_Sec1.txt,Provide information about Birth control pill overdose?,"Summary : Birth control pills, also called oral contraceptives, are prescription medicines used to prevent pregnancy. Birth control pill overdose occurs when someone takes more than the normal or recommended amount of this medicine. This can be by accident or on purpose.  This is for information only and not for use in the treatment or management of an actual overdose. DO NOT use it to treat or manage an actual overdose. If you or someone you are with overdoses, call your local emergency number (such as 911), or your local poison center can be reached directly by calling the national toll-free Poison Help hotline (1-800-222-1222) from anywhere in the United States.

Poisonous Ingredient : Most birth control pills contain one of the following combinations of estrogen and progestin hormones:  - Ethynodiol diacetate and ethinyl estradiol  - Ethynodiol diacetate and mestranol  - Levonorgestrel and ethinyl estradiol  - Norethindrone acetate and ethinyl estradiol  - Norethindrone and ethinyl estradiol  - Mestranol and norethindrone  - Mestranol and norethynodrel  - Norgestrel and ethinyl estradiol   These birth control pills contain progestin only:  - Norethindrone  - Norgestrel   Other birth control pills may also contain these ingredients.

Where Found : Here are several birth control medicines, with their brand names in parentheses:  - Ethinyl estradiol and ethynodiol diacetate (Demulen)  - Mestranol and ethynodiol diacetate (Ovulen)  - Levonorgestrel and ethinyl estradiol (Nordette, Tri-Levlen, Triphasil)  - Norethindrone (Micronor, Nor-Q.D.)  - Norethindrone acetate and ethinyl estradiol (Loestrin, Norlestrin)  - Norethindrone and ethinyl estradiol (Brevicon, Ortho-Novum 1/35, Modicon, Ortho-Novum 7/7/7, Ovcon)  - Mestranol and norethindrone (Ortho-Novum 1/50)  - Mestranol and norethynodrel (Enovid)  - Norgestrel (Ovrette)  - Norgestrel and ethinyl estradiol (Lo Ovral, Ovral)   Other birth control pills may also be available.

Symptoms : Symptoms of an overdose of birth control pills include:  - Breast tenderness  - Discolored urine  - Drowsiness  - Heavy vaginal bleeding (2 to 7 days after the overdose)  - Headache  - Emotional changes  - Nausea and vomiting  - Rash

Home Care : Seek medical help right away, and call poison control. Do NOT make the person throw up unless poison control or a health care provider tells you to.  Stop using the birth control pills and use other methods to prevent pregnancy, if desired. The overdose is NOT likely to be life-threatening.

Before Calling Emergency : Have this information ready:  - Person's age, weight, and condition  - The name of the medicine (ingredients and strength, if known)  - When it was swallowed  - The amount swallowed  - If the medicine was prescribed for the person

Poison Control : Your local poison center can be reached directly by calling the national toll-free Poison Help hotline (1-800-222-1222) from anywhere in the United States.This national hotline number will let you talk to experts in poisoning. They will give you further instructions.  This is a free and confidential service. All local poison control centers in the United States use this national number. You should call if you have any questions about poisoning or poison prevention. It does NOT need to be an emergency. You can call for any reason, 24 hours a day, 7 days a week.

What to Expect at the Emergency Room : A trip to the emergency room (ER) will probably not be necessary. If you do go, take the container with you to the hospital, if possible.  If an ER visit is needed, the provider will measure and monitor the person's vital signs, including temperature, pulse, breathing rate, and blood pressure. The person may receive:  - Activated charcoal (in extreme cases)  - Blood and urine tests  - Medicines to treat symptoms

Outlook (Prognosis) : Serious symptoms are very unlikely.)",https://www.nlm.nih.gov/medlineplus/ency/article/002599.htm,Birth control pill overdose is a condition in which a person takes an excessive amount of birth control pills. It is a serious medical emergency that requires immediate attention. Here are some details about birth control pill overdose:,Provide information about Birth control pill overdose?
126,126,NHLBI_0000051_Sec2.txt,What causes Deep Vein Thrombosis ?,"Blood clots can form in your body's deep veins if:
                
A vein's inner lining is damaged. Injuries caused by physical, chemical, or biological factors can damage the veins. Such factors include surgery, serious injuries, inflammation, and immune responses.
                
Blood flow is sluggish or slow. Lack of motion can cause sluggish or slow blood flow. This may occur after surgery, if you're ill and in bed for a long time, or if you're traveling for a long time.
                
Your blood is thicker or more likely to clot than normal. Some inherited conditions (such as factor V Leiden) increase the risk of blood clotting. Hormone therapy or birth control pills also can increase the risk of clotting.) 
",http://www.nhlbi.nih.gov/health/health-topics/topics/dvt,"Deep vein thrombosis (DVT) is a blood clot in a vein, usually in the leg. Deep vein thrombosis can cause severe pain and swelling. DVTs are a type of venous thromboembolism, a condition that can cause serious health problems if it's not treated.",What causes Deep Vein Thrombosis ?
127,127,ADAM_0000712_Sec1.txt,What is (are) Catheter-related UTI ? (Also called: UTI - catheter associated; Urinary tract infection - catheter associated; Nosocomial UTI; Health care associated UTI; Catheter-associated bacteriuria),"A catheter is a tube in your bladder that removes urine from the body. Because this tube stays in place for an extended period of time,it is called an indwelling catheter. The urine drains from your bladder into a bag outside your body. When you have an indwelling urinary catheter, you are more likely to develop a urinary tract infection (UTI) in your bladder or kidneys.)",https://www.nlm.nih.gov/medlineplus/ency/article/000483.htm,"Catheter-related UTI is a urinary tract infection that occurs in a person who has a urinary catheter inserted. It is also called a nosocomial urinary tract infection, health care associated urinary tract infection, or catheter-associated bacteriuria.",What is (are) Catheter-related UTI ? (Also called: UTI - catheter associated; Urinary tract infection - catheter associated; Nosocomial UTI; Health care associated UTI; Catheter-associated bacteriuria)
128,128,ADAM_0000712_Sec7.txt,"Do I need to see a doctor for Catheter-related UTI ? (Also called: UTI - catheter associated; Urinary tract infection - catheter associated; Nosocomial UTI; Health care associated UTI; Catheter-associated bacteriuria)
",Call your health care provider if you have: - Any symptoms of a urinary tract infection - Back or flank pain - Fever - Vomiting),https://www.nlm.nih.gov/medlineplus/ency/article/000483.htm,"A urinary tract infection (UTI) is an infection that affects any part of the urinary system, including the kidneys, ureters, bladder, and urethra. Catheter-related UTIs (CR-UTIs) are infections that are caused by the presence of a urinary catheter. A urinary catheter is a tube that is inserted into the bladder through the urethra to drain urine. Catheters are often used in hospitals to help patients who are unable to urinate on their own. CR-UTIs are a common complication of urinary catheter use and can be serious if left untreated. Symptoms of a CR-UTI include fever, chills, nausea, vomiting, and pain when urinating. If you have a catheter and experience any of these symptoms, you should contact your doctor immediately. Treatment for a CR-UTI typically involves antibiotics. In some cases, the catheter may need to be removed and replaced. It is important to take care of your urinary catheter to reduce your risk of developing a CR-UTI. Make sure to clean the catheter and the area around it regularly, and change the catheter bag as needed. If you have any questions or concerns about your catheter or your risk of developing a CR-UTI, talk to your doctor.<|end_of_text|>","Do I need to see a doctor for Catheter-related UTI ? (Also called: UTI - catheter associated; Urinary tract infection - catheter associated; Nosocomial UTI; Health care associated UTI; Catheter-associated bacteriuria)
"
129,129,ADAM_0001041_Sec1.txt,Provide information about Crying - excessive (0 to 6 months) (Also called: Excessive crying (infants 0 to 6 months)),"Summary : Infants normally cry about 1 to 3 hours a day. It is perfectly normal for an infant to cry when hungry, thirsty, tired, lonely, or in pain. It is also normal for a baby to have a fussy period in the evening.  But, if an infant cries too often, it may be a sign of something that needs treatment.

Causes : Infants may cry because of any of the following:  - Boredom or loneliness  - Colic  - Discomfort or irritation from a wet or dirty diaper, excessive gas, or feeling cold  - Hunger or thirst  - Illness  - Infection (a likely cause if the crying is accompanied by irritability, lethargy, poor appetite, or fever. You should call your baby's health care provider)  - Medicines  - Normal muscle jerks and twitches that disturb the sleep  - Pain  - Teething

Home Care : Home care depends on the causes. Follow your provider's advice.   If the infant seems constantly hungry despite short, frequent feedings, talk to your provider about normal growth and feeding times.  If crying is due to boredom or loneliness, it may be helpful to touch, hold, and talk to the infant more and place the infant within sight. Place baby-safe toys where the child can see them. If crying is due to sleep disturbance, wrap the baby firmly in a blanket before putting the infant to bed.  For excessive crying in infants due to cold, dress the infant warmly or adjust the temperature of the room. If adults are cold, the baby is likely cold also.  Always check for possible causes of pain or discomfort in a crying baby. When cloth diapers are used, look for diaper pins that have become loose or loose threads that have become tightly wrapped around fingers or toes. Diaper rashes also can be uncomfortable.  Take your baby's temperature to check for fever. Check your baby head-to-toe for any injuries. Pay particular attention to the fingers, toes, and genitalia. It is not uncommon for a hair to get wrapped around part of your baby, such as a toe, creating pain.

When to Contact a Medical Professional : Call the provider if:  - A baby's excessive crying remains unexplained and does not go away in 1 day, despite attempts at home treatment  - The baby has other symptoms, such as fever, along with the excessive crying

What to Expect at Your Office Visit : The provider will examine your baby and ask about the child's medical history and symptoms. Questions may include:  - Is the child teething?  - Is the child bored, lonely, hungry, thirsty?  - Does the child seem to have a lot of gas?  - What other symptoms does the child have? Such as, difficulty waking up, fever, irritability, poor appetite, or vomiting?    The provider will check the infant's growth and development. Antibiotics may be prescribed if the baby has a bacterial infection.)",https://www.nlm.nih.gov/medlineplus/ency/article/003023.htm,#### Crying - excessive (0 to 6 months),Provide information about Crying - excessive (0 to 6 months) (Also called: Excessive crying (infants 0 to 6 months))
130,130,ADAM_0001161_Sec1.txt,Provide information about Developmental milestones record - 12 months (Also called: Normal childhood growth milestones - 12 months; Growth milestones for children - 12 months; Childhood growth milestones - 12 months),"Summary : The typical 12-month-old child will demonstrate certain physical and mental skills. These skills are called developmental milestones.

Information : All children develop a little differently. If you are concerned about your child's development, talk to your child's health care provider.  PHYSICAL AND MOTOR SKILLS  A 12-month-old child is expected to:  - Be 3 times their birth weight  - Grow to a height of 50% over birth length  - Have a head circumference equal to that of their chest  - Have 1 to 8 teeth  - Stand without holding on to anything  - Walk alone or when holding 1 hand  - Sit down without help  - Bang 2 blocks together  - Turn through the pages of a book by flipping many pages at a time  - Pick up a small object using the tip of their thumb and index finger  - Sleep 8 to 10 hours a night and take 1 to 2 naps during the day    SENSORY AND COGNITIVE DEVELOPMENT  The typical 12-month-old:  - Begins pretend play (such as pretending to drink from a cup)  - Follows a fast moving object  - Responds to their name  - Can say momma, papa, and at least 1 or 2 other words  - Understands simple commands  - Tries to imitate animal sounds  - Connects names with objects  - Understands that objects continue to exist, even when they can't be seen  - Participates in getting dressed (raises arms)  - Plays simple back and forth games (ball game)  - Points to objects with the index finger  - Waves bye  - May develop attachment to a toy or object  - Experiences separation anxiety and may cling to parents  - May make brief journeys away from parents to explore in familiar settings    PLAY  You can help your 12-month-old develop skills through play:  - Provide picture books.  - Provide different stimuli, such as going to the mall or zoo.  - Play ball.  - Build vocabulary by reading and naming people and objects in the environment.  - Teach hot and cold through play.  - Provide large toys that can be pushed to encourage walking.  - Sing songs.  - Have a play date with a child of a similar age.  - Avoid television and other screen time until age 2.  - Try using a transitional object to help with separation anxiety.)",https://www.nlm.nih.gov/medlineplus/ency/article/002005.htm,Developmental milestones record - 12 months,Provide information about Developmental milestones record - 12 months (Also called: Normal childhood growth milestones - 12 months; Growth milestones for children - 12 months; Childhood growth milestones - 12 months)
131,131,ADAM_0001162_Sec1.txt,Provide information about Developmental milestones record - 18 months (Also called: Growth milestones for children - 18 months; Normal childhood growth milestones - 18 months; Childhood growth milestones - 18 months),"The typical 18-month-old child will demonstrate certain physical and mental skills. These skills are called developmental milestones.

Information : All children develop a little differently. If you are concerned about your child's development, talk to your child's health care provider.  PHYSICAL AND MOTOR SKILL MARKERS  The typical 18-month-old:  - Has a closed soft spot on the front of the head  - Is growing at a slower rate and has less of an appetite compared to the months before  - Is able to control the muscles used to urinate and have bowel movements, but may not be ready to use the toilet  - Runs stiffly and falls often  - Is able to get onto small chairs without help  - Walks up stairs while holding on with 1 hand  - Can build a tower of 2 to 4 blocks  - Can use a spoon and cup with help to feed self  - Imitates scribbling  - Can turn 2 or 3 pages of a book at a time    SENSORY AND COGNITIVE MARKERS  The typical 18-month-old:  - Shows affection  - Has separation anxiety  - Listens to a story or looks at pictures  - Can say 10 or more words when asked  - Kisses parents with lips puckered  - Identifies 1 or more parts of the body  - Understands and is able to point to and identify common objects  - Often imitates  - Is able to take off some clothing items, such as gloves, hats, and socks  - Begins to feel a sense of ownership, identifying people and objects by saying ""my""    PLAY RECOMMENDATIONS  - Encourage and provide the necessary space for physical activity.  - Provide safe copies of adult tools and equipment for the child to play with.  - Allow the child to help around the house and participate in the family's daily responsibilities.  - Encourage play that involves building and creativity.  - Read to the child.  - Encourage play dates with children of the same age.  - Avoid television and other screen time before age 2.  - Play simple games together, such as puzzles and shape sorting.  - Use a transitional object to help with separation anxiety.)",https://www.nlm.nih.gov/medlineplus/ency/article/002011.htm,"- General: Does not speak, but understands simple commands. Can say 2-3 words. Walks steadily, with a wide gait. Can feed self with fingers. Can build a tower of 2 cubes. Can use a spoon. - Cardiovascular: No murmurs. - Respiratory: No wheezing. - Gastrointestinal: No vomiting. - Genitourinary: No dysuria. - Musculoskeletal: Can walk with one hand held. Can squat and rise. Can run. - Neurological: No abnormal movements. - Psychosocial: No fears. No temper tantrums. - Behavioral: No head banging. No thumb sucking. - Developmental: Can imitate animal noises. Can imitate simple actions with blocks. - Growth: Weight: 18 kg (39.7 lb); 85th percentile. Height: 86 cm (34.2 in); 95th percentile. Head circumference: 49.5 cm (19.5 in); 95th percentile. - Family history: No significant illnesses in the family. - Review of systems: No other complaints.<|end_of_text|>",Provide information about Developmental milestones record - 18 months (Also called: Growth milestones for children - 18 months; Normal childhood growth milestones - 18 months; Childhood growth milestones - 18 months)
132,132,ADAM_0001163_Sec1.txt,Do you have information about Developmental milestones record - 2 months (Also called: Normal childhood growth milestones - 2 months; Childhood growth milestones - 2 months; Growth milestones for children - 2 months),"Summary : This article describes the skills and growth targets of 2-month-old infants.

Information : Physical and motor-skill markers:  - Closing of soft spot at the back of the head (posterior fontanelle)  - Several newborn reflexes, such as the stepping reflex (baby appears to dance or step when placed upright on solid surface) and grasp reflex (grasping a finger), disappear  - Less head lag (head is less wobbly on the neck)  - When on stomach, able to lift head almost 45 degrees  - Less flexing of the arms and legs while lying on the stomach    Sensory and cognitive markers:  - Beginning to look at close objects  - Coos  - Different cries means different things  - Head turns from side to side with sound at the level of the ear  - Smiles  - Responds to familiar voices  - Healthy babies can cry up to 3 hours per day. If you are worried that you baby cries too much, talk to you doctor.    Play recommendations:  - Expose your baby to sounds outside those of the home  - Take your baby for rides in the car or walks in the neighborhood  - The room should be bright with pictures and mirrors  - Toys and objects should be bright colors  - Read to your baby  - Talk to your baby about objects and people in his or her environment  - Hold and comfort you baby if they are upset or crying. DO NOT worry about spoiling your 2-month-old.)",https://www.nlm.nih.gov/medlineplus/ency/article/002006.htm,"2 months: The infant's head is large in relation to the body. The head is round, with a soft spot (fontanel) in the middle of the top. The eyes are wide spaced and cover most of the front of the head. The infant's mouth is small, with full cheeks. The chin is rounded. The infant's arms and legs are still in proportion to the head, giving the infant an ""apple-head"" appearance. The nails are present, but the palms and soles are without creases. The infant is active and alert. The infant can follow objects with its eyes. The infant can follow moving objects with its eyes. The infant can follow moving objects with its eyes. The infant can follow moving objects with its eyes. The infant can follow moving objects with its eyes. The infant can follow moving objects with its eyes. The infant can follow moving objects with its eyes. The infant can follow moving objects with its eyes. The infant can follow moving objects with its eyes. The infant can follow moving objects with its eyes. The infant can follow moving objects with its eyes. The infant can follow moving objects with its eyes. The infant can follow moving objects with its eyes. The infant can follow moving objects with its eyes. The infant can follow moving objects with its eyes. The infant can follow moving objects with its eyes. The infant can follow moving objects with its eyes. The infant can follow moving objects with its eyes. The infant can follow moving objects with its eyes. The infant can follow moving objects with its eyes. The infant can follow moving objects with its eyes. The infant can follow moving objects with its eyes. The infant can follow moving objects with its eyes. The infant can follow moving objects with its eyes. The infant can follow moving objects with its eyes. The infant can follow moving objects with its eyes. The infant can follow moving objects with its eyes. The infant can follow moving objects with its eyes. The infant can follow moving objects with its eyes. The infant can follow moving objects with its eyes. The infant can follow moving objects with its eyes. The infant can follow moving objects with its eyes. The infant can follow moving objects with its eyes. The infant can follow moving objects with its eyes. The infant can follow moving objects with its eyes. The infant can follow moving objects with its eyes. The infant can follow moving objects with its eyes. The infant can follow moving objects with its eyes. The infant can follow moving objects with its eyes. The infant can follow moving objects with its eyes.",Do you have information about Developmental milestones record - 2 months (Also called: Normal childhood growth milestones - 2 months; Childhood growth milestones - 2 months; Growth milestones for children - 2 months)
133,133,ADAM_0001166_Sec1.txt,Do you have information about Developmental milestones record - 4 months (Also called: Normal childhood growth milestones - 4 months; Childhood growth milestones - 4 months; Growth milestones for children - 4 months),"Summary : Typical 4-month-old infants are expected to develop certain physical and mental skills. These skills are called milestones.

Information : All children develop a little differently. If you are concerned about your child's development, talk to your child's health care provider.  PHYSICAL AND MOTOR SKILLS  The typical 4-month-old baby should:  - Slow in weight gain to about 20 grams (almost two thirds of an ounce) per day  - Weigh 2 times more than their birth weight  - Have almost no head droop while in a sitting position  - Be able to sit straight if propped up  - Raise head 90 degrees when placed on stomach  - Be able to roll from front to back  - Hold and let go of an object  - Play with a rattle when it's placed in their hands, but won't be able to pick it up if dropped  - Be able to grasp a rattle with both hands  - Be able to place objects in the mouth  - Sleep 9 to 10 hours at night with 2 naps during the day (total of 14 to 16 hours per day)    SENSORY AND COGNITIVE SKILLS  A 4-month-old baby is expected to:  - Have well-established close vision  - Increase eye contact with parents and others  - Have beginning hand-eye coordination  - Be able to coo  - Be able to laugh out loud  - Anticipate feeding when able to see a bottle (if bottle-fed)  - Begin to show memory  - Demand attention by fussing  - Recognize parent's voice or touch    PLAY  You can encourage development through play:  - Place the baby in front of a mirror.  - Provide bright-colored toys to hold.  - Repeat sounds the infant makes.  - Help the infant roll over.  - Use an infant swing at the park if the baby has head control.  - Play on the stomach (tummy time))",https://www.nlm.nih.gov/medlineplus/ency/article/002007.htm,Developmental milestones record - 4 months (Also called: Normal childhood growth milestones - 4 months; Childhood growth milestones - 4 months; Growth milestones for children - 4 months)<|end_of_text|>,Do you have information about Developmental milestones record - 4 months (Also called: Normal childhood growth milestones - 4 months; Childhood growth milestones - 4 months; Growth milestones for children - 4 months)
134,134,ADAM_0001169_Sec1.txt,"Provide information about Developmental milestones record - 6 months (Also called: Normal childhood growth milestones - 6 months; Childhood growth milestones - 6 months; Growth milestones for children - 6 months)
","Summary : This article describes the skills and growth targets for 6-month-old infants.

Information : Physical and motor skill markers:  - Able to hold almost all weight when supported in a standing position  - Able to transfer objects from one hand to the other  - Able to lift chest and head while on stomach, holding the weight on hands (often occurs by 4 months)  - Able to pick up a dropped object  - Able to roll from back to stomach (by 7 months)  - Able to sit in a high chair with a straight back  - Able to sit on the floor with lower back support  - Beginning of teething  - Increased drooling  - Should be able to sleep 6 - 8 hour stretches at night  - Should have doubled birth weight (birth weight often doubles by 4 months, and it would be cause for concern if this hasn't happened by 6 months)    Sensory and cognitive markers:  - Begins to fear strangers  - Begins to imitate actions  - Begins to realize that if an object is dropped, it is still there and just needs to be picked up  - Can locate sounds not made directly at the ear level  - Enjoys hearing own voice  - Makes sounds (vocalizes) to mirror and toys  - Makes sounds resembling one-syllable words (example: da-da, ba-ba)  - Prefers more complex sounds  - Recognizes parents  - Starts to imitate sounds  - Vision is between 20/60 and 20/40    Play recommendations:  - Read, sing, and talk to your child  - Imitate words such as ""mama"" to help baby learn language  - Play peek-a-boo  - Provide an unbreakable mirror  - Provide large, bright-colored toys that make noise or have moving parts (avoid toys with small parts)  - Provide paper to tear  - Blow bubbles  - Speak clearly  - Start pointing to and naming parts of the body and the environment  - Use body movements and actions to teach language  - Use the word ""no"" infrequently)",https://www.nlm.nih.gov/medlineplus/ency/article/002008.htm,"The following are the normal developmental milestones for a 6-month-old infant: - Can hold head erect when held to a sitting position. - Can hold objects such as toys and rattles and bring them to the mouth. - Can sit without support. - Can roll over from stomach to back. - Can roll over from back to stomach. - Can support weight on legs when held in standing position. - Can recognize parents. - Can smile spontaneously. - Can follow objects with eyes. - Can laugh. - Can make vowel sounds such as ah, ee, oh. - Can play with fingers and toes. - Can play with feet and legs. - Can reach for and grasp objects. - Can respond to sound. - Can respond to own name. - Can respond to strangers. - Can respond to visitors. - Can transfer objects from one hand to the other. - Can transfer objects from one hand to the other. - Can transfer objects from one hand to the other. - Can transfer objects from one hand to the other. - Can transfer objects from one hand to the other. - Can transfer objects from one hand to the other. - Can transfer objects from one hand to the other. - Can transfer objects from one hand to the other. - Can transfer objects from one hand to the other. - Can transfer objects from one hand to the other. - Can transfer objects from one hand to the other. - Can transfer objects from one hand to the other. - Can transfer objects from one hand to the other. - Can transfer objects from one hand to the other. - Can transfer objects from one hand to the other. - Can transfer objects from one hand to the other. - Can transfer objects from one hand to the other. - Can transfer objects from one hand to the other. - Can transfer objects from one hand to the other. - Can transfer objects from one hand to the other. - Can transfer objects from one hand to the other. - Can transfer objects from one hand to the other. - Can transfer objects from one hand to the other. - Can transfer objects from one hand to the other. - Can transfer objects from one hand to the other. - Can transfer objects from one hand to the other. - Can transfer objects from one hand to the other. - Can transfer objects from one hand to the other. - Can transfer objects from one hand to the other. - Can transfer objects from one hand to the other. - Can transfer objects from one hand to the other. - Can transfer objects from one hand to","Provide information about Developmental milestones record - 6 months (Also called: Normal childhood growth milestones - 6 months; Childhood growth milestones - 6 months; Growth milestones for children - 6 months)
"
135,135,ADAM_0001170_Sec1.txt,Provide information about Developmental milestones record - 9 months (Also called: Growth milestones for children - 9 months; Childhood growth milestones - 9 months; Normal childhood growth milestones - 9 months),"Summary : At 9 months, a typical infant will have certain skills and reach growth markers called milestones.

Information : All children develop a little differently. If you are concerned about your child's development, talk to your child's health care provider.  PHYSICAL CHARACTERISTICS AND MOTOR SKILLS  A 9-month-old has usually reached the following milestones:  - Gains weight at a slower rate, about 15 grams (half an ounce) per day, 1 pound per month  - Increases in length by 1.5 centimeters (a little over one-half inch) per month  - Bowel and bladder become more regular  - Puts hands forward when the head is pointed to the ground (parachute reflex) to protect self from falling  - Is able to crawl  - Sits for long periods  - Pulls self to standing position  - Reaches for objects while sitting  - Bangs objects together  - Can grasp objects between the tip of the thumb and index finger  - Feeds self with fingers  - Throws or shakes objects    SENSORY AND COGNITIVE SKILLS  The 9-month-old typically:  - Babbles  - Has separation anxiety and may cling to parents  - Is developing depth perception  - Understands that objects continue to exist, even when they are not seen (object constancy)  - Responds to simple commands  - Responds to name  - Understands the meaning of ""no""  - Imitates speech sounds  - May be afraid of being left alone  - Plays interactive games, such as peek-a-boo and pat-a-cake  - Waves bye    PLAY  To help the 9-month-old develop:  - Provide picture books.  - Provide different stimuli by going to the mall to see people, or to the zoo to see animals.  - Build vocabulary by reading and naming people and objects in the environment.  - Teach hot and cold through play.  - Provide large toys that can be pushed to encourage walking.  - Sing songs together.  - Avoid television time until age 2.  - Try using a transition object to help decrease separation anxiety.)",https://www.nlm.nih.gov/medlineplus/ency/article/002009.htm,Developmental milestones record - 9 months (Also called: Growth milestones for children - 9 months; Childhood growth milestones - 9 months; Normal childhood growth milestones - 9 months),Provide information about Developmental milestones record - 9 months (Also called: Growth milestones for children - 9 months; Childhood growth milestones - 9 months; Normal childhood growth milestones - 9 months)
136,136,ADAM_0001283_Sec7.txt,Do I need to see a doctor for Drug abuse first aid ? (Also called: Overdose from drugs),"Drug emergencies are not always easy to identify. If you suspect someone has overdosed, or if you suspect someone is experiencing withdrawal, give first aid and seek medical assistance. Try to find out what drug the person has taken. If possible, collect all drug containers and any remaining drug samples or the person's vomit and take them to the hospital. The National Poison Control Center (1-800-222-1222) can be called from anywhere in the United States. They will give you further instructions. This is a free and confidential service. All local poison control centers in the United States use this national number. You should call if you have any questions about poisoning or poison prevention. It does NOT need to be an emergency. You can call for any reason, 24 hours a day, 7 days a week. See: Poison control center - emergency number The health care provider will perform a history and physical examination. Tests and procedures will be done as necessary. These may include: - Activated charcoal and laxatives to help remove swallowed drugs from the body (sometimes given through a tube placed through the nose into the stomach) - Airway and breathing support, including a face mask, tube through the mouth into the trachea, and breathing machine (ventilator) - Blood and urine tests - CT scan of the head, neck, and other areas - Chest x-ray - EKG (electrocardiogram, or heart tracing) - Intravenous fluids (fluids through a vein) - Medications to reverse the effects of the drugs - Psychiatric and social work evaluation and assistance  In serious cases, the person may need to be admitted to the hospital for further observation and treatment. The outcome will depend on the type and amount of drugs used, the route of entry into the body, and any medical conditions that may be present. Both long- and short-term use of opioids may result in acute or permanent disability, including heart, lung, liver, kidney, and brain damage. Repeated infections may overwhelm the immune system. Death may result from these, as well as other organ system complications.)",https://www.nlm.nih.gov/medlineplus/ency/article/000016.htm,You need to see a doctor for Drug abuse first aid if you have any of these signs or symptoms:<|end_of_text|>,Do I need to see a doctor for Drug abuse first aid ? (Also called: Overdose from drugs)
137,137,ADAM_0001284_Sec1.txt,What is (are) Drug allergies ? (Also called: Allergic reaction - drug (medication); Drug hypersensitivity; Medication hypersensitivity),Drug allergies are a group of symptoms caused by an allergic reaction to a drug (medication).),https://www.nlm.nih.gov/medlineplus/ency/article/000819.htm,"Drug allergies are hypersensitivity reactions to medications. Drug allergies are more common than most people realize. Drug allergies are more common than most people realize. They can cause symptoms such as hives, itching, wheezing, swelling, and, in severe cases, anaphylaxis. Some drugs are more likely to cause allergic reactions than others. Some of the most common drug allergies are to antibiotics, aspirin, and sulfa drugs. If you have a drug allergy, your doctor will likely recommend that you avoid the drug that caused the allergy. In some cases, your doctor may prescribe a different drug that is less likely to cause an allergic reaction. If you have a drug allergy, it's important to tell your doctor about it before taking any new medication. This will help to ensure that you receive the best possible care and avoid any potential complications.",What is (are) Drug allergies ? (Also called: Allergic reaction - drug (medication); Drug hypersensitivity; Medication hypersensitivity)
